Data Through Date,Project ID,Interconnection Date,Utility,City/Town,County,ZIP Code,Division,Substation,Circuit ID,Storage Type,Developer,Metering Method,Energy Storage System Size (kWac),Georeference
12/31/2025,SDG-29819,03/09/2022,Con Ed,New Rochelle,Westchester,10804,CENY-W,Washington Street,54U3,Battery,SolarCity,NM,20,POINT (-73.79251 40.93635)
12/31/2025,LDG-00088,08/09/2018,Con Ed,New Rochelle,Westchester,10805,CENY-W,Cedar Street,20W65,Battery,SolarCity,NM,100,POINT (-73.77686 40.90126)
12/31/2025,PAM-2025-387584,05/05/2025,PSEGLI,NORTHPORT,Suffolk,11768,,292,5947,Battery,SUNation Solar Systems Inc.,NM,5,POINT (-73.34312 40.90128)
12/31/2025,SDG-64633,11/22/2023,Con Ed,White Plains,Westchester,10604,CENY-W,Grasslands,SD41,Battery,Tesla,NM,10,POINT (-73.74288 41.03061)
12/31/2025,20092,02/08/2023,NYSEG,Clifton Park,Saratoga,12065,Mechanicville,NYS-RAYLINSKI TAP 606,1205901,Battery,Solar City Corp DBA Tesla,NM,5.8,POINT (-73.77269 42.86796)
12/31/2025,CH-16745,01/18/2023,Central Hudson,Spring Glen,Ulster,12483,Kingston,Greenfield Rd,3078,Battery,SunCommon,NM,5,POINT (-74.43083 41.66651)
12/31/2025,415066,07/27/2022,National Grid,Cohoes,Albany,12047,031-Troy,JOHNSON RD 352,36_31_35252,Battery,Julie Montenegro (American Energy Care / AEC Solar,NM,9.28,POINT (-73.70009 42.77465)
12/31/2025,PAM-2022-171459,11/14/2022,PSEGLI,W GILGO BCH,Suffolk,11702,,138,6699,Battery,"Tesla, Inc.",NM,20,POINT (-73.32601 40.69573)
12/31/2025,PAM-2020-83146,01/13/2021,PSEGLI,Westbury,Nassau,11590,,181,5532,Battery,TESLA,NM,10,POINT (-73.58683 40.75712)
12/31/2025,PAM-2022-273988,03/24/2023,PSEGLI,ISLIP TERR,Suffolk,11752,,2104,8561,Battery,"Sunrun, Inc.",NM,5,POINT (-73.1941 40.74907)
12/31/2025,PAM-2025-391864,10/08/2025,PSEGLI,W BABYLON,Suffolk,11704,,124,529,Battery,SUNation Solar Systems Inc.,NM,5,POINT (-73.34835 40.70123)
12/31/2025,PAM-2022-290648,07/03/2023,PSEGLI,West Babylon,Suffolk,11704,,988,9779,Battery,"EmPower CES, LLC",NM,10,POINT (-73.34835 40.70123)
12/31/2025,PAM-2020-78827,12/23/2022,PSEGLI,East Hampton,Suffolk,11937,,2462,4648,Battery,Solar Liberty,RNM,60,POINT (-72.18518 40.96375)
12/31/2025,23745,07/02/2024,RGE,ROCHESTER,Monroe,14617,Rochester,0097RO2193-25 Seneca Park AVE,0097RO2193,Battery,SED dba GreenSpark Solar,NM,5,POINT (-77.60071 43.20582)
12/31/2025,DGINT-09568,02/22/2021,O&R,GOSHEN,Orange,10924,CENTRAL,South Goshen,89-2-13,Battery,Sunrun Inc,NM,25,POINT (-74.31657 41.40683)
12/31/2025,19587,07/28/2022,NYSEG,TRUMANSBURG,Tompkins,14886,Ithaca,NYS-TRUMANSBURG 747,4301702,Battery,Intelligent Green Solutions,NM,7.5,POINT (-76.66507 42.5421)
12/31/2025,PAM-2024-380447,08/15/2024,PSEGLI,BRENTWOOD,Suffolk,11717,,379,4121,Battery,"Sunrun, Inc.",NM,5,POINT (-73.24648 40.78114)
12/31/2025,PAM-2017-48748,02/23/2018,PSEGLI,Roslyn,Nassau,11576,,258,9388,Battery,Solar City/Tesla,NM,5,POINT (-73.64994 40.80015)
12/31/2025,PAM-2018-51182,09/11/2018,PSEGLI,East Hampton,Suffolk,11937,,2462,6232,Battery,Solar City,NM,10,POINT (-72.18518 40.96375)
12/31/2025,319159,11/24/2020,National Grid,Lockport,Niagara,14094,001 - Buffalo,BUFFALO STATION 232 - OAKWOOD DR,36_03_23253,Battery,Kyle Wojewoda (Buffalo Solar Solutions),NM,7.6,POINT (-78.69511 43.16926)
12/31/2025,PAM-2021-135715,05/17/2022,PSEGLI,BALDWIN,Nassau,11510,,9,355,Battery,"Sunrun, Inc.",NM,10,POINT (-73.60844 40.65859)
12/31/2025,CH-13756,07/12/2021,Central Hudson,Highland,Ulster,12528,Newburgh,Highland,5081,Battery,"Sunrun Installation Services, Inc.",NM,5,POINT (-73.9608 41.72114)
12/31/2025,CH-13517,05/25/2021,Central Hudson,Wappingrs Fls,Dutchess,12590,Fishkill,Fishkill Plains,8091,Battery,"Sunrun Installation Services, Inc.",NM,5,POINT (-73.91438 41.59714)
12/31/2025,PAM-2021-161112,12/14/2021,PSEGLI,LONG BCH,Nassau,11561,,581,2297,Battery,"Tesla, Inc.",NM,10,POINT (-73.66608 40.58939)
12/31/2025,398864,01/03/2022,National Grid,Gowanda,Cattaraugus,14070,007 - Angola,COLLINS 83,36_07_8362,Battery,Kyle Wojewoda (Buffalo Solar Solutions),NM,15.2,POINT (-78.93405 42.46393)
12/31/2025,SDG-36509,03/17/2022,Con Ed,Briarcliff Manor,Westchester,10510,CENY-W,Ossining West,briarcliff-1,Battery,Sunrun Inc,NM,5.76,POINT (-73.83079 41.15066)
12/31/2025,PAM-2022-286550,06/26/2023,PSEGLI,ATLNTIC BCH,Nassau,11509,,581,930,Battery,"Tesla, Inc.",NM,5,POINT (-73.7371 40.58946)
12/31/2025,PAM-2021-168706,01/24/2022,PSEGLI,BELLMORE,Nassau,11710,,138,6188,Battery,"Tesla, Inc.",NM,20,POINT (-73.52456 40.66937)
12/31/2025,202204,02/28/2019,National Grid,Altamont,Albany,12009,030 - Albany,VOORHEESVILLE 178,36_30_17853,Battery,Sara Hildebrand (Solar City DBA Tesla Energy),NM,7.6,POINT (-74.0328 42.706)
12/31/2025,PAM-2022-174326,02/22/2022,PSEGLI,WESTBURY,Nassau,11590,,181,9995,Battery,"Tesla, Inc.",NM,10,POINT (-73.58683 40.75712)
12/31/2025,PAM-2021-170145,11/04/2022,PSEGLI,PLAINVIEW,Nassau,11803,,586,334,Battery,"Tesla, Inc.",NM,15,POINT (-73.46669 40.7764)
12/31/2025,LDG-00309,08/02/2016,Con Ed,New York,New York,10128,CENY-M,Hell Gate,Yorkville,Battery,Demand Energy,,100,POINT (-73.9485 40.77808)
12/31/2025,PAM-2025-386313,04/15/2025,PSEGLI,NEW HYDE PK,Nassau,11040,,681,6520,Battery,SUNation Solar Systems Inc.,NM,5,POINT (-73.68027 40.73365)
12/31/2025,PAM-2025-389473,07/15/2025,PSEGLI,PT JEFF STA,Suffolk,11776,,1225,8213,Battery,"Sunrun, Inc.",NM,23,POINT (-73.05233 40.93074)
12/31/2025,PAM-2022-252560,12/13/2022,PSEGLI,E WILLISTON,Nassau,11596,,730,8529,Battery,"Tesla, Inc.",NM,5,POINT (-73.63847 40.75687)
12/31/2025,SDG-39022,07/12/2022,Con Ed,Croton-On-Hudson,Westchester,10520,CENY-W,Ossining West,6W69,Battery,Sunrun Inc,NM,10,POINT (-73.88707 41.20851)
12/31/2025,PAM-2021-163947,02/03/2022,PSEGLI,DIX HILLS,Suffolk,11746,,1470,5002,Battery,"Tesla, Inc.",NM,15,POINT (-73.3951 40.83655)
12/31/2025,CH-20069,11/26/2024,Central Hudson,W Hurley,Ulster,12491,Kingston,Woodstock,3013,Battery,"Kasselman Solar, LLC",NM,15.36,POINT (-74.10403 41.99711)
12/31/2025,539766,09/12/2024,National Grid,Hudson,Columbia,12534,033-Hudson,BLUE STORES 303,36_33_30353,Battery,Robert Baerga (Hudson River Solar),NM,25,POINT (-73.79143 42.25282)
12/31/2025,PAM-2020-82387,11/18/2020,PSEGLI,Ridge,Suffolk,11961,,1293,344,Battery,TESLA,NM,20,POINT (-72.8929 40.89449)
12/31/2025,483296,06/16/2023,National Grid,Clifton Park,Saratoga,12065,032-Schenectady,GROOMS RD 345,36_32_34555,Battery,Mua Sio (Solar City DBA Tesla Energy),NM,7.6,POINT (-73.77269 42.86796)
12/31/2025,DGINT-15922,06/30/2025,O&R,FLORIDA,Orange,10921,CENTRAL,Chester,63-3-13,Battery,Sunrun Inc,NM,11.5,POINT (-74.35678 41.33189)
12/31/2025,595835,05/13/2024,National Grid,Delmar,Albany,12054,030-Albany,UNIONVILLE 276,36_30_27652,Battery,Achilles Tzoulafis (Infinity Solar Systems),NM,5,POINT (-73.83044 42.62312)
12/31/2025,24219,07/31/2024,NYSEG,Mahopac,Putnam,10541,Brewster,NYS-TEAKETTLE SPOUT 491,1107191,Battery,Solar City Corp DBA Tesla,NM,23,POINT (-73.73995 41.36778)
12/31/2025,SDG-66094,06/18/2024,Con Ed,New Rochelle,Westchester,10801,CENY-W,Washington Street,31U1,Battery,Sunrun Inc,NM,5,POINT (-73.78694 40.92011)
12/31/2025,PAM-2021-165211,02/09/2022,PSEGLI,SMITHTOWN,Suffolk,11787,,1249,6448,Battery,"Tesla, Inc.",NM,15,POINT (-73.23461 40.84723)
12/31/2025,301175,10/07/2020,National Grid,Germantown,Columbia,12526,033 - Hudson,HUDSON 87,36_33_08753,Battery,"Jillian McHugh (Kasselman Solar, LLC)",NM,7.6,POINT (-73.88513 42.13311)
12/31/2025,657322,04/04/2025,National Grid,Latham,Albany,12110,030-Albany,OATHOUT 402,36_30_40251,Battery,Brianna Wickham (PlugPV),NM,17.4,POINT (-73.76181 42.74418)
12/31/2025,CH-12293,03/26/2020,Central Hudson,Boicevl,Ulster,12412,Kingston,Woodstock,3011,Battery,Suncommon,NM,10,POINT (-74.26537 42.00386)
12/31/2025,PAM-2025-390021,07/17/2025,PSEGLI,OCEANSIDE,Nassau,11572,,229,8100,Battery,"Tesla, Inc.",NM,10,POINT (-73.64036 40.64212)
12/31/2025,29133,12/12/2025,NYSEG,CALLICOON,Sullivan,12723,Liberty,NYS-CALLICOON 285,2403885,Battery,Solar Alchemy Inc,NM,19.2,POINT (-75.05605 41.76706)
12/31/2025,SDG-93283,12/17/2025,Con Ed,Pelham,Westchester,10803,CENY-W,Washington Street,86U2,Battery,Sunrun Inc,NM,11.5,POINT (-73.80955 40.91158)
12/31/2025,LDG-02161,12/22/2025,Con Ed,Mohegan Lake,Westchester,10547,CENY-W,Buchanan,13W75,Battery,ConEdison Solutions inc,CDG,1482.4,POINT (-73.85939 41.31819)
12/31/2025,23914,03/19/2025,NYSEG,Mountaindale,Sullivan,12733,Liberty,NYS-MOUNTAINDALE 206,2403736,Battery,Trinity Solar,NM,12,POINT (-74.53105 41.68907)
12/31/2025,21691,06/19/2023,NYSEG,Canandaigua,Ontario,14424,Canandaigua,NYS-BLODGETT RD 589,4204389,Battery,3rdRocSolar,NM,7.5,POINT (-77.28094 42.88809)
12/31/2025,20405,04/21/2023,NYSEG,Windsor,Broome,13865,Binghamton,NYS-DEPOSIT 109,2307309,Battery,ETM Solar Works,NM,10,POINT (-75.64093 42.07398)
12/31/2025,PAM-2024-383758,03/24/2025,PSEGLI,DIX HILLS,Suffolk,11746,,1453,6935,Battery,"Sunrun, Inc.",NM,11.5,POINT (-73.3951 40.83655)
12/31/2025,26002,11/04/2025,NYSEG,MAHOPAC,Putnam,10541,Brewster,NYS-UNION VALLEY 433,1107733,Battery,Barry Rosolen,NM,16,POINT (-73.73995 41.36778)
12/31/2025,619213,12/24/2024,National Grid,Olmstedville,Essex,12857,041-Ticonderoga,SCHROON LAKE 429,36_41_42951,Battery,Garrett Lee (New Leaf Solar LLC),NM,15,POINT (-73.9354 43.77545)
12/31/2025,PAM-2022-185766,07/26/2022,PSEGLI,ROSLYN HGTS,Nassau,11577,,258,186,Battery,"Tesla, Inc.",NM,10,POINT (-73.65023 40.78745)
12/31/2025,DGINT-11284,05/13/2022,O&R,PINE BUSH,Ulster,12566,WEST,Washington Heights,109-4-34,Battery,Sunrun Inc,NM,7.6,POINT (-74.30077 41.61103)
12/31/2025,CH-12994,04/08/2021,Central Hudson,Garrison,Putnam,10524,Fishkill,Merritt Park,8066,Battery,AEC Solar Energy Corp,NM,7.6,POINT (-73.94604 41.38278)
12/31/2025,432651,10/20/2022,National Grid,Delmar,Albany,12054,030-Albany,BETHLEHEM 21,36_30_02158,Battery,"Shannon Hartz (Kasselman Solar, LLC)",NM,15.2,POINT (-73.83044 42.62312)
12/31/2025,SDG-05331,05/11/2018,Con Ed,Yonkers,Westchester,10703,CENY-W,Granite Hill,15W16,Battery,SolarCity,NM,5,POINT (-73.88459 40.96051)
12/31/2025,PAM-2020-79355,09/23/2021,PSEGLI,Oakdale,Suffolk,11769,,363,3803,Battery,Sunation Solar Systems,NM,10,POINT (-73.13392 40.743)
12/31/2025,SDG-33752,01/07/2022,Con Ed,Scarsdale,Westchester,10583,CENY-W,White Plains,48U1,Battery,Sunrun Inc,NM,5,POINT (-73.79681 40.98824)
12/31/2025,CH-22548,08/01/2025,Central Hudson,Poughkeepsie,Dutchess,12603,Poughkeepsie,Inwood Ave,6061,Battery,SunRun Installations INC,NM,11.5,POINT (-73.89901 41.69646)
12/31/2025,28683,10/17/2025,NYSEG,KATONAH,Westchester,10536,Brewster,NYS-BEDFORD HILLS 225,1105425,Battery,NY State Solar Farm,NM,11.5,POINT (-73.6839 41.25884)
12/31/2025,DGINT-10990,12/07/2021,O&R,NANUET,Rockland,10954,EAST,Burns,19-12-13,Battery,Sunrun Inc,NM,6,POINT (-74.01385 41.09743)
12/31/2025,22139,09/28/2023,NYSEG,AUSTERLITZ,Columbia,12017,Mechanicville,NYS-KLINE KILL 631,1205403,Battery,Solar City Corp DBA Tesla,NM,10,POINT (-73.43954 42.3303)
12/31/2025,17925,09/24/2021,NYSEG,COPAKE,Columbia,12516,Mechanicville,NYS-CRARYVILLE 400,1204001,Battery,Kasselman Solar,NM,11,POINT (-73.55361 42.10423)
12/31/2025,SDG-28225,10/06/2021,Con Ed,Mamaroneck,Westchester,10543,CENY-W,Harrison,17W32,Battery,Tesla,NM,20,POINT (-73.73578 40.94909)
12/31/2025,DGINT-08538,07/03/2019,O&R,CHESTER,Orange,10918,CENTRAL,Monroe,61-8-13,Battery,SolarCity,NM,5,POINT (-74.27362 41.36149)
12/31/2025,PAM-2022-295919,04/13/2023,PSEGLI,ELMONT,Nassau,11003,,2374,6833,Battery,"Tesla, Inc.",NM,5,POINT (-73.7044 40.70754)
12/31/2025,16184,08/18/2020,NYSEG,Hillsdale,Columbia,12529,Mechanicville,NYS-CRARYVILLE 610,1204004,Battery,SunCommon,NM,5,POINT (-73.5046 42.22622)
12/31/2025,642037,11/13/2024,National Grid,Westport,Essex,12993,041-Ticonderoga,PORT HENRY 385,36_41_38551,Battery,Robert Baerga (Hudson River Solar),NM,15,POINT (-73.43526 44.18421)
12/31/2025,PAM-2024-380939,11/13/2024,PSEGLI,E HAMPTON,Suffolk,11937,,3978,9700,Battery,"Tesla, Inc.",NM,15,POINT (-72.18518 40.96375)
12/31/2025,170100,07/19/2018,National Grid,Onchiota,Franklin,12989,024 - Saranac Lake,GABRIELS 835,36_24_83561,Battery,Morgan Harrison (Clear Pond Landing LLC),NM,32,POINT (-74.06593 44.45128)
12/31/2025,PAM-2022-258764,01/24/2023,PSEGLI,MILLER PL,Suffolk,11764,,1225,615,Battery,"Tesla, Inc.",NM,10,POINT (-73.00923 40.95694)
12/31/2025,CH-14465,04/01/2022,Central Hudson,Rhinebeck,Dutchess,12572,Poughkeepsie,Rhinebeck,7052,Battery,"Sunrun Installation Services, Inc.",NM,6,POINT (-73.90971 41.92704)
12/31/2025,PAM-2022-259328,12/29/2022,PSEGLI,LLOYD HBR,Suffolk,11743,,2418,1035,Battery,SUNation Solar Systems Inc.,NM,15,POINT (-73.45884 40.88664)
12/31/2025,CH-22968,09/09/2025,Central Hudson,Tivoli,Dutchess,12583,Poughkeepsie,Milan,7062,Battery,Hudson Solar Solutions LLC,NM,3.84,POINT (-73.91167 42.05917)
12/31/2025,CH-20996,01/31/2025,Central Hudson,Wallkill,Ulster,12589,Newburgh,West Balmville,4011,Battery,SunRun Installations INC,NM,5,POINT (-74.18095 41.60386)
12/31/2025,364735,01/06/2022,National Grid,Pavilion,Genesee,14525,004 - Batavia,SHEPPARD RD 29,36_04_2952,Battery,Chris Calice (RGE),NM,7.6,POINT (-78.02306 42.87516)
12/31/2025,SDG-82745,03/24/2025,Con Ed,New Rochelle,Westchester,10804,CENY-W,Washington Street,1W07,Battery,Tesla,,23,POINT (-73.79251 40.93635)
12/31/2025,PAM-2023-373332,03/04/2024,PSEGLI,OAKDALE,Suffolk,11769,,363,3803,Battery,"EmPower CES, LLC",NM,10,POINT (-73.13392 40.743)
12/31/2025,PAM-2022-192979,05/25/2022,PSEGLI,MERRICK,Nassau,11566,,138,6573,Battery,"EmPower CES, LLC",NM,10,POINT (-73.55445 40.66923)
12/31/2025,PAM-2023-373100,03/21/2024,PSEGLI,WANTAGH,Nassau,11793,,461,4405,Battery,SUNation Solar Systems Inc.,NM,5,POINT (-73.50984 40.67585)
12/31/2025,DGINT-07301,11/06/2018,O&R,MIDDLETOWN,Orange,10940,WEST,Bloomingburg,41611,Battery,SolarCity,NM,5,POINT (-74.42261 41.44584)
12/31/2025,PAM-2024-385646,07/28/2025,PSEGLI,SOUTHAMPTON,Suffolk,11968,,3590,303,Battery,"EmPower CES, LLC",NM,5,POINT (-72.38492 40.88804)
12/31/2025,PAM-2020-85873,10/29/2021,PSEGLI,East Hampton,Suffolk,11937,,2462,1358,Battery,Green Logic,NM,10,POINT (-72.18518 40.96375)
12/31/2025,PAM-2023-341951,10/13/2023,PSEGLI,E NORTHPORT,Suffolk,11731,,284,205,Battery,Long Island Power Solutions,NM,10,POINT (-73.31146 40.87931)
12/31/2025,SDG-38530,05/05/2022,Con Ed,New Rochelle,Westchester,10804,CENY-W,Cedar Street,70U3,Battery,Sunrun Inc,NM,6,POINT (-73.79251 40.93635)
12/31/2025,DGINT-14785,07/23/2024,O&R,CONGERS,Rockland,10920,EAST,Congers,22-8-13,Battery,Sunrun Inc,NM,11.4,POINT (-73.94766 41.15149)
12/31/2025,SDG-50230,12/08/2022,Con Ed,Yonkers,Westchester,10705,CENY-W,Rockview,2W18,Battery,Sunrun Inc,NM,5,POINT (-73.89096 40.92143)
12/31/2025,24307,11/05/2024,RGE,FAIRPORT,Monroe,14450,Rochester,0230RO5163-1102 Atlantic AVE,0230RO5163,Battery,SED dba GreenSpark Solar,NM,11.5,POINT (-77.44194 43.10097)
12/31/2025,PAM-2022-198017,12/13/2022,PSEGLI,LINDENHURST,Suffolk,11757,,124,2984,Battery,"Sunrun, Inc.",NM,5,POINT (-73.36755 40.68177)
12/31/2025,PAM-2022-182844,05/06/2022,PSEGLI,MERRICK,Nassau,11566,,138,6553,Battery,"Tesla, Inc.",NM,20,POINT (-73.55445 40.66923)
12/31/2025,PAM-2022-286083,04/14/2023,PSEGLI,BOHEMIA,Suffolk,11716,,3762,8178,Battery,Venture Solar,NM,7.68,POINT (-73.10129 40.76604)
12/31/2025,PAM-2019-75176,04/02/2020,PSEGLI,New Hyde Park,Nassau,11040,,457,1530,Battery,TESLA,NM,10,POINT (-73.68027 40.73365)
12/31/2025,PAM-2024-383303,11/20/2024,PSEGLI,E PATCHOGUE,Suffolk,11772,,2410,7361,Battery,SUNation Solar Systems Inc.,NM,5,POINT (-73.01021 40.76241)
12/31/2025,CH-16112,11/29/2022,Central Hudson,Garrison,Putnam,10524,Fishkill,Merritt Park,8066,Battery,SunPower Direct (NY),NM,12,POINT (-73.94604 41.38278)
12/31/2025,PAM-2022-224473,01/10/2023,PSEGLI,E NORTHPORT,Suffolk,11731,,292,4029,Battery,"Tesla, Inc.",NM,5,POINT (-73.31146 40.87931)
12/31/2025,DGINT-15679,03/31/2025,O&R,MIDDLETOWN,Orange,10940,WEST,Shoemaker,41581,Battery,Sunrun Inc,NM,11.5,POINT (-74.42261 41.44584)
12/31/2025,PAM-2020-79995,11/06/2020,PSEGLI,Garden City,Nassau,11530,,4581,7161,Battery,EmPower  Solar,NM,10,POINT (-73.63509 40.72645)
12/31/2025,521801,05/16/2023,National Grid,West Sand Lake,Rensselaer,12196,030-Albany,GREENBUSH 78,36_30_07854,Battery,Achilles Tzoulafis (Infinity Solar Systems),NM,3.84,POINT (-73.60845 42.64334)
12/31/2025,DGINT-06492,01/05/2018,O&R,NEW CITY,Rockland,10956,EAST,Snake Hill Road,24-12-13,Battery,SolarCity,NM,5,POINT (-74.0104 41.14829)
12/31/2025,CH-16039,03/06/2023,Central Hudson,Poughkeepsie,Dutchess,12603,Poughkeepsie,Todd Hill,6052,Battery,"Tesla Energy Operations, Inc",NM,15.2,POINT (-73.89901 41.69646)
12/31/2025,612054,11/28/2024,National Grid,Oneida,Madison,13421,020-Oneida,ONEIDA 501,36_20_50156,Battery,Mel Wilkinson (Gigawatt Inc.),NM,23.04,POINT (-75.6556 43.09938)
12/31/2025,PAM-2023-320937,08/28/2023,PSEGLI,AMAGANSETT,Suffolk,11930,,3978,9700,Battery,GreenLogic LLC,NM,10,POINT (-72.1488 40.97283)
12/31/2025,PAM-2020-85631,04/14/2021,PSEGLI,Westbury,Nassau,11590,,103,1946,Battery,Sunrun_ Inc.,NM,5,POINT (-73.58683 40.75712)
12/31/2025,SDG-45035,05/31/2023,Con Ed,Ossining,Westchester,10562,CENY-W,Ossining West,6W69,Battery,Croton Energy Group,NM,14,POINT (-73.86074 41.16349)
12/31/2025,PAM-2025-389053,10/06/2025,PSEGLI,DIX HILLS,Suffolk,11746,,284,9221,Battery,"Sunrun, Inc.",NM,5,POINT (-73.3951 40.83655)
12/31/2025,SDG-74213,10/25/2024,Con Ed,Larchmont,Westchester,10538,CENY-W,Harrison,113U3,Battery,Trinity Solar,NM,10,POINT (-73.7516 40.92774)
12/31/2025,CH-01630,10/10/2017,Central Hudson,Westerlo,Albany,12193,Catskill,Westerlo,1091,Battery,Hudson Solar,NM,6.8,POINT (-74.04225 42.51518)
12/31/2025,633565,09/11/2024,National Grid,Valatie,Columbia,12184,033-Hudson,VALKIN 427,36_33_42753,Battery,"Bianca Sicari (New York State Solar Farm, Inc.)",NM,11.5,POINT (-73.67778 42.41342)
12/31/2025,PAM-2019-75143,04/03/2020,PSEGLI,CENTEREACH,Suffolk,11720,,37,4400,Battery,Sunrun_ Inc.,NM,5,POINT (-73.08345 40.85846)
12/31/2025,28201,11/18/2025,NYSEG,KEUKA PARK,Yates,14478,Geneva,NYS-FLAT ST 597,4203897,Battery,Finger Lakes Power Systems/Qwik Solar,NM,15,POINT (-77.09192 42.6157)
12/31/2025,20751,01/09/2023,NYSEG,AMENIA,Dutchess,12501,Brewster,NYS-AMENIA 153,1105352,Battery,Solar City Corp DBA Tesla,NM,25,POINT (-73.55682 41.84954)
12/31/2025,24516,12/10/2024,NYSEG,Katonah,Westchester,10536,Brewster,NYS-BEDFORD HILLS 225,1105425,Battery,Solar City Corp DBA Tesla,NM,5,POINT (-73.6839 41.25884)
12/31/2025,PAM-2024-383014,03/13/2025,PSEGLI,W BABYLON,Suffolk,11704,,988,2738,Battery,"Sunrun, Inc.",NM,5,POINT (-73.34835 40.70123)
12/31/2025,DGINT-16366,11/19/2025,O&R,CUDDEBACKVILLE,Orange,12729,WEST,Otisville,41457,Battery,Infinity Solar,NM,11.5,POINT (-74.59228 41.46904)
12/31/2025,604328,06/13/2024,National Grid,Scotia,Schenectady,12302,032-Schenectady,FRONT ST 360,36_32_36051,Battery,Geoff Katt (American Energy Care / AEC Solar),NM,12,POINT (-73.9639 42.82704)
12/31/2025,DGINT-11077,03/08/2022,O&R,SPARROW BUSH,Orange,12780,WEST,Deerpark,41429,Battery,Sunrun Inc,NM,9.6,POINT (-74.72882 41.40325)
12/31/2025,SDG-36181,11/02/2021,Con Ed,Bronxville,Westchester,10708,CENY-W,Rockview,fleetwood-1,Battery,Quest Home Improvement Inc.,,7.6,POINT (-73.83125 40.93613)
12/31/2025,DGINT-15715,04/02/2025,O&R,GOSHEN,Orange,10924,CENTRAL,South Goshen,89-1-13,Battery,SolarCity,NM,11.5,POINT (-74.31657 41.40683)
12/31/2025,PAM-2024-384258,12/18/2024,PSEGLI,NEW HYDE PK,Nassau,11040,,681,8680,Battery,"Tesla, Inc.",NM,11.5,POINT (-73.68027 40.73365)
12/31/2025,PAM-2022-187933,05/03/2024,PSEGLI,LAKE RONK,Suffolk,11779,,1014,9014,Battery,"Tesla, Inc.",NM,5,POINT (-73.12412 40.8062)
12/31/2025,PAM-2021-168205,09/22/2022,PSEGLI,JERICHO,Nassau,11753,,403,7789,Battery,"Tesla, Inc.",NM,20,POINT (-73.53813 40.791)
12/31/2025,SDG-32437,10/01/2021,Con Ed,White Plains,Westchester,10603,CENY-W,Elmsford No. 2,62U2,Battery,Sunrun Inc,NM,5,POINT (-73.77632 41.05408)
12/31/2025,PAM-2021-107951,11/04/2021,PSEGLI,ISLAND PARK,Nassau,11558,,229,1028,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.65588 40.60124)
12/31/2025,SDG-09552,01/28/2019,Con Ed,White Plains,Westchester,10603,CENY-W,Elmsford No. 2,62U2,Battery,SolarCity,NM,5,POINT (-73.77632 41.05408)
12/31/2025,DGINT-14031,01/29/2024,O&R,GOSHEN,Orange,10924,CENTRAL,South Goshen,89-2-13,Battery,Sunrun Inc,NM,6,POINT (-74.31657 41.40683)
12/31/2025,28426,12/11/2025,NYSEG,NORTH SALEM,Westchester,10560,Brewster,NYS-PEACH LAKE 250,1106750,Battery,Kasselman Solar,NM,15.36,POINT (-73.58904 41.33151)
12/31/2025,5859,10/26/2015,NYSEG,Yorktown heights,Westchester,10598,Brewster,NYS-MOHANSIC 405,1106343,Battery,SolarCity Corp dba Tesla Energy,NM,10,POINT (-73.78311 41.26851)
12/31/2025,PAM-2021-89621,09/23/2021,PSEGLI,MANHASSET,Nassau,11030,,174,5654,Battery,"Tesla, Inc.",NM,15,POINT (-73.69817 40.79822)
12/31/2025,PAM-2022-267036,01/11/2023,PSEGLI,ROSLYN,Nassau,11576,,258,9459,Battery,"Tesla, Inc.",NM,10,POINT (-73.64994 40.80015)
12/31/2025,PAM-2025-388429,05/22/2025,PSEGLI,Port Jefferson Station,Suffolk,11776,,1089,7020,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.05233 40.93074)
12/31/2025,PAM-2022-202389,12/01/2022,PSEGLI,E NORTHPORT,Suffolk,11731,,292,8871,Battery,"EmPower CES, LLC",NM,10,POINT (-73.31146 40.87931)
12/31/2025,PAM-2022-218594,08/29/2022,PSEGLI,RONKONKOMA,Suffolk,11779,,16,7299,Battery,SUNation Solar Systems Inc.,NM,5,POINT (-73.12412 40.8062)
12/31/2025,481548,05/02/2023,National Grid,Latham,Albany,12110,030-Albany,FORTS FERRY 459,36_30_45951,Battery,Mua Sio (Solar City DBA Tesla Energy),NM,7.6,POINT (-73.76181 42.74418)
12/31/2025,PAM-2021-113595,11/29/2021,PSEGLI,MANHASSET,Nassau,11030,,804,4603,Battery,"EmPower CES, LLC",NM,10,POINT (-73.69817 40.79822)
12/31/2025,PAM-2023-371816,07/15/2024,PSEGLI,WYANDANCH,Suffolk,11798,,848,3560,Battery,"Sunrun, Inc.",NM,10,POINT (-73.358 40.75985)
12/31/2025,CH-20926,02/20/2025,Central Hudson,Kerhonkson,Ulster,12446,Kingston,Kerhonkson,3082,Battery,Infinity Solar Systems,NM,11.5,POINT (-74.29662 41.77247)
12/31/2025,PAM-2024-377977,07/09/2024,PSEGLI,N BELLMORE,Nassau,11710,,1949,5198,Battery,"Sunrun, Inc.",NM,5,POINT (-73.52456 40.66937)
12/31/2025,SDG-79905,05/01/2025,Con Ed,Rye,Westchester,10580,CENY-W,Harrison,rye-1,Battery,Infinity Solar,NM,11.5,POINT (-73.68382 40.98119)
