Data Through Date,Project ID,Interconnection Date,Utility,City/Town,County,ZIP Code,Division,Substation,Circuit ID,Storage Type,Developer,Metering Method,Energy Storage System Size (kWac),Georeference
12/31/2025,PAM-2022-220887,08/10/2022,PSEGLI,OCEANSIDE,Nassau,11572,,93,2481,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.64036 40.64212)
12/31/2025,CH-10348,04/26/2019,Central Hudson,W Shokan,Ulster,12494,Kingston,Woodstock,3011,Battery,SolarCity DBA Tesla Energy,NM,10,POINT (-74.28988 41.96793)
12/31/2025,PAM-2020-84586,02/03/2021,PSEGLI,N MERRICK,Nassau,11566,,138,3376,Battery,NY State Solar,NM,6.7,POINT (-73.55445 40.66923)
12/31/2025,SDG-46809,09/12/2022,Con Ed,Yonkers,Westchester,10704,CENY-W,Granite Hill,75U4,Battery,Surf Clean Energy Inc,NM,4.5,POINT (-73.85758 40.91392)
12/31/2025,PAM-2022-197060,03/18/2024,PSEGLI,MILLER PL,Suffolk,11764,,1225,615,Battery,"Tesla, Inc.",NM,5,POINT (-73.00923 40.95694)
12/31/2025,PAM-2023-372012,04/03/2025,PSEGLI,NORTHPORT,Suffolk,11768,,292,1925,Battery,Hytech Solar Inc.,NM,20,POINT (-73.34312 40.90128)
12/31/2025,PAM-2025-388676,07/21/2025,PSEGLI,LEVITTOWN,Nassau,11756,,810,654,Battery,"Sunrun, Inc.",NM,11.5,POINT (-73.51411 40.72602)
12/31/2025,PAM-2019-63240,06/06/2019,PSEGLI,Lindenhurst,Suffolk,11757,,629,9298,Battery,TESLA,NM,15,POINT (-73.36755 40.68177)
12/31/2025,PAM-2025-388593,08/04/2025,PSEGLI,NEW HYDE PK,Nassau,11040,,681,8680,Battery,"Tesla, Inc.",NM,11.5,POINT (-73.68027 40.73365)
12/31/2025,PAM-2022-191793,04/21/2023,PSEGLI,W BABYLON,Suffolk,11704,,124,9138,Battery,Long Island Power Solutions,NM,6.7,POINT (-73.34835 40.70123)
12/31/2025,PAM-2022-265449,12/27/2022,PSEGLI,MASSAPEQUA,Nassau,11758,,461,6848,Battery,"Tesla, Inc.",NM,10,POINT (-73.46519 40.6923)
12/31/2025,PAM-2021-111415,03/08/2022,PSEGLI,ROSLYN,Nassau,11576,,457,1792,Battery,"Sunrun, Inc.",NM,20,POINT (-73.64994 40.80015)
12/31/2025,PAM-2022-198867,02/13/2023,PSEGLI,GREENLAWN,Suffolk,11740,,218,8414,Battery,Long Island Power Solutions,NM,3.84,POINT (-73.36452 40.86142)
12/31/2025,PAM-2023-375162,03/29/2024,PSEGLI,BALDWIN,Nassau,11510,,9,1471,Battery,"Tesla, Inc.",NM,10,POINT (-73.60844 40.65859)
12/31/2025,PAM-2023-371053,10/17/2023,PSEGLI,BALDWIN,Nassau,11510,,93,1154,Battery,"Sunrun, Inc.",NM,15,POINT (-73.60844 40.65859)
12/31/2025,397321,11/21/2022,National Grid,Clark Mills,Oneida,13321,017-Utica,YAHNUNDASIS 646,36_17_64656,Battery,Hannah-Jane Kellogg (SolarCity dba Tesla Energy Op,NM,5,POINT (-75.37428 43.09296)
12/31/2025,PAM-2022-189763,09/27/2022,PSEGLI,NESCONSET,Suffolk,11767,,367,7308,Battery,"Sunrun, Inc.",NM,13.5,POINT (-73.14014 40.84092)
12/31/2025,CH-15719,10/28/2022,Central Hudson,Kingston,Ulster,12401,Kingston,Boulevard,1011,Battery,TESLA ENERGY OPERATIONS INC,NM,10,POINT (-73.99737 41.92698)
12/31/2025,SDG-67064,05/24/2024,Con Ed,Chappaqua,Westchester,10514,CENY-W,Pleasantville,22U3,Battery,Tesla,NM,5,POINT (-73.77305 41.15742)
12/31/2025,CH-01222,06/27/2013,Central Hudson,Greenvl,Greene,12083,Catskill,Freehold,2061,Battery,Hudson Solar,NM,9,POINT (-73.99991 42.38749)
12/31/2025,DGINT-11908,08/17/2022,O&R,WARWICK,Orange,10990,CENTRAL,Wisner,80-3-13,Battery,Sunrun Inc,NM,6,POINT (-74.35825 41.25848)
12/31/2025,PAM-2021-86929,03/31/2021,PSEGLI,Jericho,Nassau,11753,,403,2245,Battery,TESLA,NM,10,POINT (-73.53813 40.791)
12/31/2025,17950,12/23/2021,NYSEG,BINGHAMTON,Broome,13905,Binghamton,NYS-MORNINGSIDE HEIGHTS 674,8104201,Battery,ETM Solar Works,NM,5.8,POINT (-75.92653 42.10115)
12/31/2025,PAM-2020-81973,03/09/2022,PSEGLI,Mount Sinai,Suffolk,11766,,1225,1291,Battery,Green Logic,NM,10,POINT (-73.0212 40.94713)
12/31/2025,CH-06245,07/19/2017,Central Hudson,Newburgh,Orange,12550,Newburgh,Union Ave,4051,Battery,SolarCity,NM,6,POINT (-74.01023 41.49994)
12/31/2025,PAM-2023-373586,03/29/2024,PSEGLI,SYOSSET,Nassau,11791,,403,7763,Battery,"Tesla, Inc.",NM,5,POINT (-73.49544 40.82746)
12/31/2025,SDG-49245,11/21/2022,Con Ed,Rye,Westchester,10580,CENY-W,Harrison,35U4,Battery,Tesla,NM,10,POINT (-73.68382 40.98119)
12/31/2025,18336,12/17/2021,NYSEG,HILLSDALE,Columbia,12529,Mechanicville,NYS-KLINE KILL 631,1205403,Battery,Hudson River Renewables LLC,NM,9,POINT (-73.5046 42.22622)
12/31/2025,SDG-40141,10/13/2022,Con Ed,Scarsdale,Westchester,10583,CENY-W,White Plains,98U3,Battery,"Solar Liberty Energy Systems, Inc.",NM,6,POINT (-73.79681 40.98824)
12/31/2025,386179,11/29/2021,National Grid,Delmar,Albany,12054,030 - Albany,BETHLEHEM 21,36_30_02158,Battery,"Shannon Hartz (Kasselman Solar, LLC)",NM,7.6,POINT (-73.83044 42.62312)
12/31/2025,SDG-83876,07/03/2025,Con Ed,New Rochelle,Westchester,10804,CENY-W,White Plains,23U1,Battery,Sunrun Inc,NM,11.5,POINT (-73.79251 40.93635)
12/31/2025,SDG-32870,02/18/2022,Con Ed,Ossining,Westchester,10562,CENY-W,Ossining West,ossining-1,Battery,New York Power Solutions,NM,7.6,POINT (-73.86074 41.16349)
12/31/2025,SDG-91066,11/10/2025,Con Ed,Briarcliff Manor,Westchester,10510,CENY-W,Ossining West,10U1,Battery,Venture Solar,NM,11.5,POINT (-73.83079 41.15066)
12/31/2025,PAM-2023-330606,12/05/2023,PSEGLI,MILLER PL,Suffolk,11764,,1225,8841,Battery,"Tesla, Inc.",NM,15,POINT (-73.00923 40.95694)
12/31/2025,24067,01/08/2025,NYSEG,PUTNAM VALLEY,Putnam,10579,Brewster,NYS-CARMEL 503,1109703,Battery,Solar City Corp DBA Tesla,NM,10,POINT (-73.8745 41.33775)
12/31/2025,CH-22154,07/21/2025,Central Hudson,Rifton,Ulster,12471,Kingston,Sturgeon Pool,3041,Battery,SunRun Installations INC,NM,11.5,POINT (-74.04004 41.83823)
12/31/2025,17171,03/08/2021,NYSEG,PUTNAM VALLEY,Putnam,10579,Brewster,NYS-ADAMS CORNERS 413,1105113,Battery,Solar City Corp DBA Tesla,NM,11.6,POINT (-73.8745 41.33775)
12/31/2025,DGINT-10214,05/19/2021,O&R,WASHINGTONVILLE,Orange,10992,CENTRAL,Blooming Grove,76-4-13,Battery,Sunrun Inc,NM,10,POINT (-74.16722 41.42762)
12/31/2025,PAM-2021-150762,02/07/2023,PSEGLI,PLAINVIEW,Nassau,11803,,371,2215,Battery,"EmPower CES, LLC",NM,10,POINT (-73.46669 40.7764)
12/31/2025,21440,09/06/2023,NYSEG,Endicott,Broome,13760,Binghamton,NYS-WEST UNION 660,8101301,Battery,ETM Solar Works,NM,5,POINT (-76.04571 42.09971)
12/31/2025,CH-19820,06/07/2024,Central Hudson,Cornwall,Orange,12518,Newburgh,Bethlehem Rd,4093,Battery,"Tesla Energy Operations, Inc.",NM,15.2,POINT (-74.03834 41.43453)
12/31/2025,DGINT-14905,07/19/2024,O&R,TAPPAN,Rockland,10983,EAST,Orangeburg,54-7-13,Battery,Sunrun Inc,NM,3.8,POINT (-73.94663 41.02182)
12/31/2025,PAM-2024-384755,01/29/2025,PSEGLI,WAINSCOTT,Suffolk,11975,,1557,179,Battery,"EmPower CES, LLC",NM,5,POINT (-72.23861 40.95058)
12/31/2025,SDG-64767,01/18/2024,Con Ed,Peekskill,Westchester,10566,CENY-W,Buchanan,89U4,Battery,Sunrun Inc,NM,3.9,POINT (-73.92211 41.29117)
12/31/2025,DGINT-12071,09/28/2022,O&R,FLORIDA,Orange,10921,CENTRAL,Wisner,80-1-13,Battery,Sunrun Inc,NM,6,POINT (-74.35678 41.33189)
12/31/2025,PAM-2022-218767,12/07/2022,PSEGLI,C SPRNG HBR,Suffolk,11724,,54,3536,Battery,"Tesla, Inc.",NM,10,POINT (-73.45679 40.87126)
12/31/2025,PAM-2021-128539,10/14/2021,PSEGLI,CENTERPORT,Suffolk,11721,,218,6783,Battery,SUNation Solar Systems Inc.,NM,5,POINT (-73.3702 40.88728)
12/31/2025,CH-14185,01/04/2022,Central Hudson,Ellenvl,Ulster,12428,Kingston,Greenfield Rd,3078,Battery,"Sunrun Installation Services, Inc.",NM,7.6,POINT (-74.39513 41.71737)
12/31/2025,PAM-2023-312268,05/02/2023,PSEGLI,FARMNGVILLE,Suffolk,11738,,37,7150,Battery,SUNation Solar Systems Inc.,NM,5,POINT (-73.03983 40.83367)
12/31/2025,PAM-2021-112943,09/01/2021,PSEGLI,BALDWIN,Nassau,11510,,93,4177,Battery,"Sunrun, Inc.",NM,5,POINT (-73.60844 40.65859)
12/31/2025,PAM-2019-73567,10/17/2019,PSEGLI,N BABYLON,Suffolk,11703,,270,9652,Battery,Sunrun_ Inc.,NM,5,POINT (-73.32105 40.74012)
12/31/2025,SDG-15150,05/22/2019,Con Ed,Ossining,Westchester,10562,CENY-W,Ossining West,ossining-2,Battery,Tesla,NM,10,POINT (-73.86074 41.16349)
12/31/2025,CH-23398,11/19/2025,Central Hudson,Red Hook,Dutchess,12571,Poughkeepsie,Milan,7062,Battery,"New York State Solar Farm, Inc.",NM,23,POINT (-73.87642 41.99418)
12/31/2025,SDG-53037,05/04/2023,Con Ed,Scarsdale,Westchester,10583,CENY-W,Elmsford No. 2,12W92,Battery,Sunrun Inc,NM,5,POINT (-73.79681 40.98824)
12/31/2025,CH-16549,06/28/2023,Central Hudson,Rifton,Ulster,12471,Kingston,Sturgeon Pool,3041,Battery,SunRun Installations INC,NM,7.6,POINT (-74.04004 41.83823)
12/31/2025,18170,11/12/2021,RGE,ROCHESTER,Monroe,14620,Sodus,0083RO2239-20 Havens RD,0083RO2239,Battery,SED dba GreenSpark Solar,NM,5.8,POINT (-77.60788 43.12962)
12/31/2025,PAM-2021-112384,10/01/2021,PSEGLI,COMMACK,Suffolk,11725,,237,8203,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.29144 40.84713)
12/31/2025,DGINT-14619,07/24/2024,O&R,FLORIDA,Orange,10921,CENTRAL,Chester,63-3-13,Battery,Sunrun Inc,NM,7.6,POINT (-74.35678 41.33189)
12/31/2025,SDG-36841,02/10/2022,Con Ed,Mount Kisco,Westchester,10549,CENY-W,Millwood West,byram-1,Battery,SolarCity,NM,5,POINT (-73.72663 41.20689)
12/31/2025,16909,03/17/2021,NYSEG,Earlville,Madison,13332,Oneonta,NYS-EARLVILLE 227,2304727,Battery,ETM Solar Works,NM,5.8,POINT (-75.54806 42.75046)
12/31/2025,DGINT-11724,11/30/2022,O&R,MIDDLETOWN,Orange,10941,WEST,East Wallkill,15-6-13,Battery,"ConEdison Solutions, Inc",NM,7.6,POINT (-74.36007 41.47205)
12/31/2025,19021,07/27/2022,NYSEG,YORKTOWN HEIGHTS,Westchester,10598,Brewster,NYS-MOHANSIC 406,1106346,Battery,Solar City Corp DBA Tesla,NM,17.4,POINT (-73.78311 41.26851)
12/31/2025,PAM-2020-85405,09/16/2021,PSEGLI,Commack,Suffolk,11725,,3116,1125,Battery,TESLA,NM,15,POINT (-73.29144 40.84713)
12/31/2025,PAM-2025-392143,10/16/2025,PSEGLI,HOLTSVILLE,Suffolk,11742,,3643,9764,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.04096 40.81487)
12/31/2025,SDG-88019,08/14/2025,Con Ed,Larchmont,Westchester,10538,CENY-W,Cedar Street,52U3,Battery,Tesla,NM,11.5,POINT (-73.7516 40.92774)
12/31/2025,SDG-29190,02/05/2021,Con Ed,Staten Island,Richmond,10303,CENY-SI,Fresh Kills,220,Battery,MOMENTUM SOLAR,NM,7.68,POINT (-74.15802 40.63522)
12/31/2025,CH-17373,06/28/2023,Central Hudson,Jewett,Greene,12444,Catskill,Hunter,2081,Battery,"Tesla Energy Operations, Inc.",NM,7.6,POINT (-74.30361 42.2617)
12/31/2025,DGINT-15545,03/12/2025,O&R,TUXEDO PARK,Orange,10987,CENTRAL,Blue Lake,68-4-13,Battery,SolarCity,NM,23,POINT (-74.18622 41.19536)
12/31/2025,PAM-2025-387325,03/13/2025,PSEGLI,HUNTINGTON,Suffolk,11743,,54,1627,Battery,"Tesla, Inc.",NM,23,POINT (-73.42913 40.8722)
12/31/2025,PAM-2023-302304,04/11/2023,PSEGLI,HUNT STA,Suffolk,11746,,54,2567,Battery,"Sunrun, Inc.",NM,5,POINT (-73.3951 40.83655)
12/31/2025,CH-21655,03/11/2025,Central Hudson,Berne,Albany,12023,Catskill,Westerlo,1091,Battery,AEC Solar Energy Corp,NM,12,POINT (-74.14201 42.62536)
12/31/2025,SDG-42200,12/08/2022,Con Ed,Scarsdale,Westchester,10583,CENY-W,Elmsford No. 2,4U1,Battery,Sunrun Inc,NM,10,POINT (-73.79681 40.98824)
12/31/2025,CH-15079,05/18/2022,Central Hudson,Hopewell Junction,Dutchess,12533,Fishkill,Fishkill Plains,8095,Battery,"Tesla Energy Operations, Inc",NM,15.2,POINT (-73.80744 41.57661)
12/31/2025,DGINT-14835,09/03/2024,O&R,WARWICK,Orange,10990,CENTRAL,Wisner,80-4-13,Battery,Trinity Solar,NM,3.8,POINT (-74.35825 41.25848)
12/31/2025,412857,10/10/2022,National Grid,Canastota,Madison,13032,020 - Oneida,PETERBORO 514,36_20_51458,Battery,Standard Solar (Standard Solar Inc.),CDG,3000,POINT (-75.75489 43.08027)
12/31/2025,PAM-2021-126613,10/06/2022,PSEGLI,FLORAL PARK,Nassau,11001,,2374,7751,Battery,"EmPower CES, LLC",NM,10,POINT (-73.70576 40.72364)
12/31/2025,DGINT-11377,05/31/2022,O&R,WARWICK,Orange,10990,CENTRAL,Wisner,80-5-13,Battery,Sunrun Inc,NM,9.8,POINT (-74.35825 41.25848)
12/31/2025,PAM-2021-133587,12/14/2021,PSEGLI,RONKONKOMA,Suffolk,11779,,16,8463,Battery,"Sunrun, Inc.",NM,5,POINT (-73.12412 40.8062)
12/31/2025,DGINT-14755,08/12/2024,O&R,MIDDLETOWN,Orange,10940,WEST,Silver Lake,113-5-13,Battery,Sunrun Inc,NM,7.6,POINT (-74.42261 41.44584)
12/31/2025,500419,09/28/2023,National Grid,Lackawanna,Erie,14218,001-Buffalo,BUFFALO STATION 46 - PARK & ALDRICH,36_01_4666,Battery,Solar PM (CIR Electrical Construction Corp),NM,6,POINT (-78.82413 42.82582)
12/31/2025,PAM-2020-80773,10/06/2020,PSEGLI,Nesconset,Suffolk,11767,,367,7308,Battery,TESLA,NM,20,POINT (-73.14014 40.84092)
12/31/2025,PAM-2021-86392,03/05/2021,PSEGLI,Plainview,Nassau,11803,,2133,3204,Battery,TESLA,NM,5,POINT (-73.46669 40.7764)
12/31/2025,SDG-81740,04/23/2025,Con Ed,White Plains,Westchester,10605,CENY-W,Harrison,35U1,Battery,Sunrun Inc,NM,11.5,POINT (-73.76316 41.02053)
12/31/2025,CH-13416,05/24/2021,Central Hudson,Saugerties,Ulster,12477,Kingston,Saugerties,3001,Battery,"Sunrun Installation Services, Inc.",NM,7.68,POINT (-73.95246 42.07778)
12/31/2025,12539,04/23/2018,NYSEG,KATONAH,Westchester,10536,Brewster,NYS-AMAWALK 451,1105251,Battery,Solar City Corp DBA Tesla,NM,10,POINT (-73.6839 41.25884)
12/31/2025,SDG-30619,04/19/2021,Con Ed,Cortlandt Manor,Westchester,10567,CENY-W,Buchanan,13W78,Battery,SolarCity,NM,5,POINT (-73.89438 41.27436)
12/31/2025,SDG-56282,07/18/2023,Con Ed,Mount Kisco,Westchester,10549,CENY-W,Millwood West,new castle-2,Battery,Sunrun Inc,NM,10,POINT (-73.72663 41.20689)
12/31/2025,27787,11/14/2025,NYSEG,Patterson,Putnam,12563,Brewster,NYS-PUTNAM LAKE 486,1106986,Battery,Infinity Solar Systems,NM,14.16,POINT (-73.60483 41.51354)
12/31/2025,PAM-2024-385404,09/11/2025,PSEGLI,SMITHTOWN,Suffolk,11787,,1130,6516,Battery,"Trinity Solar, Inc.",NM,15,POINT (-73.23461 40.84723)
12/31/2025,DGINT-14198,05/08/2024,O&R,CUDDEBACKVILLE,Orange,12729,WEST,Cuddebackville,12549,Battery,Sunrun Inc,NM,6,POINT (-74.59228 41.46904)
12/31/2025,CH-16907,03/13/2023,Central Hudson,Hyde Park,Dutchess,12538,Poughkeepsie,Staatsburg,7042,Battery,Tesla Energy Operations Inc.,NM,10,POINT (-73.93499 41.7915)
12/31/2025,474802,03/22/2023,National Grid,Watervliet,Albany,12189,031-Troy,JOHNSON RD 352,36_31_35252,Battery,Justine dobert (Apex Solar),NM,10,POINT (-73.70066 42.72582)
12/31/2025,PAM-2022-181669,04/18/2022,PSEGLI,BALDWIN,Nassau,11510,,93,7199,Battery,SUNation Solar Systems Inc.,NM,5,POINT (-73.60844 40.65859)
12/31/2025,CH-11846,12/26/2019,Central Hudson,Ellenvl,Ulster,12428,Kingston,Greenfield Rd,3076,Battery,Tesla Energy Operations,NM,10,POINT (-74.39513 41.71737)
12/31/2025,SDG-61797,01/11/2024,Con Ed,Pleasantville,Westchester,10570,CENY-W,Pleasantville,manville-2,Battery,Trinity Solar,NM,7.6,POINT (-73.79191 41.13466)
12/31/2025,DGINT-14042,07/01/2024,O&R,MIDDLETOWN,Orange,10941,WEST,East Wallkill,15-3-13,Battery,Sunrun Inc,NM,3.84,POINT (-74.36007 41.47205)
12/31/2025,PAM-2023-340869,08/29/2023,PSEGLI,CUTCHOGUE,Suffolk,11935,,933,4222,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-72.48557 41.01019)
12/31/2025,PAM-2020-85776,02/11/2021,PSEGLI,Syosset,Nassau,11791,,403,2265,Battery,TESLA,NM,5,POINT (-73.49544 40.82746)
12/31/2025,PAM-2021-93035,06/23/2022,PSEGLI,PLAINVIEW,Nassau,11803,,371,8228,Battery,Harvest Power LLC,NM,10,POINT (-73.46669 40.7764)
12/31/2025,PAM-2021-119397,08/11/2021,PSEGLI,CALVERTON,Suffolk,11933,,1216,799,Battery,SUNation Solar Systems Inc.,NM,20,POINT (-72.74487 40.90976)
12/31/2025,PAM-2020-78360,02/24/2020,PSEGLI,Dix Hills,Suffolk,11746,,1453,8050,Battery,TESLA,NM,10,POINT (-73.3951 40.83655)
12/31/2025,16903,11/02/2020,RGE,CANANDAIGUA,Ontario,14424,Canandaigua,0168CF5190-Farmington Victor RD,0168CF5190,Battery,Solar City Corp DBA Tesla,NM,11.6,POINT (-77.28094 42.88809)
12/31/2025,SDG-69561,11/13/2024,Con Ed,Larchmont,Westchester,10538,CENY-W,Cedar Street,30U1,Battery,Sunrun Inc,NM,10,POINT (-73.7516 40.92774)
12/31/2025,25141,01/28/2025,RGE,Rochester,Monroe,14625,Rochester,0085RO2110-1600 Penfield Dugway,0085RO2110,Battery,SED dba GreenSpark Solar,NM,11.5,POINT (-77.50909 43.13079)
12/31/2025,464953,12/09/2022,National Grid,Redwood,Jefferson,13679,026-Clayton,INDIAN RIVER 323,36_13_32358,Battery,Frederick Proven (Proven Energy Systems),NM,15,POINT (-75.80219 44.30276)
12/31/2025,PAM-2020-83222,01/21/2021,PSEGLI,Wading River,Suffolk,11792,,531,4049,Battery,Sunrun_ Inc.,NM,5,POINT (-72.84196 40.94984)
12/31/2025,678803,05/20/2025,National Grid,Clifton Park,Saratoga,12065,031-Troy,GROOMS RD 345,36_32_34555,Battery,Jennifer Boots (Solar City DBA Tesla Energy),NM,11.5,POINT (-73.77269 42.86796)
12/31/2025,DGINT-10441,08/02/2021,O&R,MONROE,Orange,10950,CENTRAL,Monroe,61-1-13,Battery,Sunrun Inc,NM,3.8,POINT (-74.18712 41.32822)
12/31/2025,20606,08/02/2023,NYSEG,MAHOPAC,Putnam,10541,Brewster,NYS-CARMEL 502,1109706,Battery,SunCommon,NM,10,POINT (-73.73995 41.36778)
12/31/2025,PAM-2023-372518,11/30/2023,PSEGLI,NEW HYDE PK,Nassau,11040,,387,1111,Battery,"EmPower CES, LLC",NM,5,POINT (-73.68027 40.73365)
12/31/2025,SDG-31801,10/22/2021,Con Ed,Mohegan Lake,Westchester,10547,CENY-W,Buchanan,14U1,Battery,Sunrun Inc,NM,5,POINT (-73.85939 41.31819)
12/31/2025,CH-14151,12/07/2021,Central Hudson,New Windsor,Orange,12553,Newburgh,Union Ave,4044,Battery,"Sunrun Installation Services, Inc.",NM,5,POINT (-74.02274 41.47742)
12/31/2025,PAM-2021-124239,11/19/2021,PSEGLI,LOCUST VLY,Nassau,11560,,655,7548,Battery,MOMENTUM SOLAR,NM,11.52,POINT (-73.60162 40.87544)
12/31/2025,PAM-2024-378802,07/25/2024,PSEGLI,GREAT NECK,Nassau,11024,,804,423,Battery,"Tesla, Inc.",NM,11.5,POINT (-73.73976 40.81825)
12/31/2025,DGINT-12816,02/08/2023,O&R,WARWICK,Orange,10990,CENTRAL,Wisner,80-5-13,Battery,Sunrun Inc,NM,3.8,POINT (-74.35825 41.25848)
12/31/2025,PAM-2024-377324,11/21/2024,PSEGLI,BELLPORT,Suffolk,11713,,2410,7361,Battery,Hytech Solar Inc.,NM,10,POINT (-72.93809 40.75621)
12/31/2025,285679,06/10/2020,National Grid,Cambridge,Washington,12816,039 - Saratoga,UNION ST 376,36_39_37652,Battery,Nick Clingerman (PlugPV),NM,20,POINT (-73.38418 43.02814)
12/31/2025,17454,12/03/2021,NYSEG,Holmes,Dutchess,12531,Brewster,NYS-PAWLING 508,1106668,Battery,SunCommon,NM,5.8,POINT (-73.64713 41.52329)
12/31/2025,PAM-2022-204984,01/19/2024,PSEGLI,MEDFORD,Suffolk,11763,,1455,1908,Battery,SUNation Solar Systems Inc.,NM,5,POINT (-73.00079 40.81758)
12/31/2025,DGINT-13162,07/13/2023,O&R,FLORIDA,Orange,10921,CENTRAL,Wisner,80-1-13,Battery,Sunrun Inc,NM,6,POINT (-74.35678 41.33189)
12/31/2025,DGINT-15123,10/24/2024,O&R,GARNERVILLE,Rockland,10923,EAST,West Haverstraw,27-2-13,Battery,Sunrun Inc,NM,3.8,POINT (-73.9949 41.20769)
12/31/2025,PAM-2022-255225,02/02/2023,PSEGLI,AMITYVILLE,Suffolk,11701,,118,397,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.41932 40.67882)
12/31/2025,18575,11/24/2021,NYSEG,CRARYVILLE,Columbia,12521,Mechanicville,NYS-CRARYVILLE 611,1204003,Battery,Kasselman Solar,NM,11,POINT (-73.62149 42.15723)
12/31/2025,CH-19140,03/25/2025,Central Hudson,Bearsville,Ulster,12409,Kingston,Woodstock,3012,Battery,"Tesla Energy Operations, Inc.",NM,10,POINT (-74.15843 42.05808)
12/31/2025,PAM-2020-86042,01/04/2022,PSEGLI,Garden City Park,Nassau,11040,,387,1111,Battery,TESLA,NM,15,POINT (-73.68027 40.73365)
12/31/2025,PAM-2024-380516,11/06/2024,PSEGLI,SAYVILLE,Suffolk,11782,,2059,1557,Battery,SUNation Solar Systems Inc.,NM,5,POINT (-73.07847 40.73594)
12/31/2025,24548,08/05/2024,NYSEG,Yorktown Heights,Westchester,10598,Brewster,NYS-AMAWALK 454,1105254,Battery,Solar City Corp DBA Tesla,NM,7.6,POINT (-73.78311 41.26851)
12/31/2025,PAM-2025-392722,10/14/2025,PSEGLI,COMMACK,Suffolk,11725,,3116,1125,Battery,"Tesla, Inc.",NM,15,POINT (-73.29144 40.84713)
12/31/2025,PAM-2022-230829,02/24/2023,PSEGLI,FARMNGVILLE,Suffolk,11738,,3643,9508,Battery,Surf Clean Energy Inc.,NM,4.5,POINT (-73.03983 40.83367)
12/31/2025,456309,08/25/2023,National Grid,Lockport,Niagara,14094,001-Buffalo,BUFFALO STATION 232 - OAKWOOD DR,36_03_23251,Battery,Justin Bonds (Tesla Energy Operation Inc),NM,7.6,POINT (-78.69511 43.16926)
12/31/2025,DGINT-13961,01/17/2024,O&R,WARWICK,Orange,10990,CENTRAL,Wisner,80-2-13,Battery,Sunrun Inc,NM,3.8,POINT (-74.35825 41.25848)
12/31/2025,PAM-2024-383865,02/14/2025,PSEGLI,NEW HYDE PK,Nassau,11040,,681,6520,Battery,"Tesla, Inc.",NM,10,POINT (-73.68027 40.73365)
12/31/2025,PAM-2025-391912,11/06/2025,PSEGLI,QUOGUE,Suffolk,11959,,1468,4995,Battery,"Tesla, Inc.",NM,10,POINT (-72.60917 40.81688)
12/31/2025,21898,08/03/2023,NYSEG,SHERBURNE,Chenango,13460,Oneonta,NYS-WOODS CORNERS 012,2305312,Battery,Intelligent Green Solutions,NM,10,POINT (-75.49842 42.67819)
12/31/2025,PAM-2020-82284,12/29/2020,PSEGLI,Sands Point,Nassau,11050,,105,4848,Battery,TESLA,NM,10,POINT (-73.71581 40.85712)
12/31/2025,PAM-2023-350671,12/11/2023,PSEGLI,FLORAL PARK,Nassau,11001,,2374,8206,Battery,"EmPower CES, LLC",NM,10,POINT (-73.70576 40.72364)
12/31/2025,PAM-2022-207418,10/10/2022,PSEGLI,PT WASH,Nassau,11050,,214,5318,Battery,"EmPower CES, LLC",NM,10,POINT (-73.7008 40.8324)
12/31/2025,PAM-2020-85226,03/16/2021,PSEGLI,CARLE PLACE,Nassau,11514,,730,8529,Battery,Sunation Solar Systems,NM,5,POINT (-73.61791 40.74914)
12/31/2025,CH-14849,06/16/2022,Central Hudson,Ulster Park,Ulster,12487,Kingston,East Kingston,1023,Battery,Suncommon,NM,5,POINT (-73.97431 41.85884)
12/31/2025,CH-14710,06/08/2022,Central Hudson,Wappingers Falls,Dutchess,12590,Fishkill,Myers Corners,8044,Battery,New York Power Solutions,NM,7.6,POINT (-73.91438 41.59714)
12/31/2025,SDG-38728,05/31/2022,Con Ed,Elmsford,Westchester,10523,CENY-W,Grasslands,Grasslands-Knollwoo+,Battery,Sunrun Inc,NM,6,POINT (-73.81937 41.05419)
12/31/2025,PAM-2021-131130,12/08/2021,PSEGLI,NORTHPORT,Suffolk,11768,,2681,7500,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.34312 40.90128)
12/31/2025,24018,08/07/2024,NYSEG,Lancaster,Erie,14086,Lancaster,NYS-CEMETERY RD 492,3103703,Battery,Buffalo Solar,NM,50,POINT (-78.67017 42.90039)
12/31/2025,DGINT-11201,12/23/2021,O&R,Sloatsburg,Rockland,10974,EAST,Sloatsburg,42-2-13,Battery,Other,NM,7.6,POINT (-74.19173 41.16074)
12/31/2025,DGINT-14659,08/28/2024,O&R,CONGERS,Rockland,10920,EAST,Congers,22-7-13,Battery,Sunrun Inc,NM,5.7,POINT (-73.94766 41.15149)
12/31/2025,DGINT-11583,05/31/2022,O&R,WARWICK,Orange,10990,CENTRAL,Wisner,80-5-13,Battery,Sunrun Inc,NM,12,POINT (-74.35825 41.25848)
12/31/2025,CH-21238,03/10/2025,Central Hudson,Accord,Ulster,12404,Kingston,High Falls,3024,Battery,Plug PV LLC,NM,3.84,POINT (-74.23062 41.78765)
